2016-11-15T22:54:46.022Z	1479250486	22	S256	10	14	40	43
2016-11-15T22:53:22.020Z	1479250402	20	S256	10	14	42	43
2016-11-15T22:38:21.013Z	147924950		113	S256	10	13	40	43
2016-11-15T22:34:41.012Z	147924928		112	S256	10	13	42	43
2016-11-15T22:28:41.007Z	14792489		217	S256	10	14	40	43
2016-11-15T22:17:26.000Z	1479248246	0	S256	10	13	43	43
2016-11-15T22:15:32.000Z	1479248132	0	S256	10	13	42	43
2016-11-15T22:13:45.999Z	1479248025	999	S256	10	14	40	43
2016-11-15T22:11:50.998Z	1479247910	998	S256	10	13	41	43
2016-11-15T22:10:24.997Z	1479247824	997	S256	10	13	41	43
2016-11-15T22:05:35.994Z	1479247535	994	S256	10	13	42	43
2016-11-15T22:02:59.991Z	1479247379	991	S256	10	14	39	43
2016-11-15T22:01:20.991Z	1479247280	991	S256	10	14	38	43
2016-11-15T21:56:11.987Z	1479246971	987	S256	10	13	40	43
2016-11-15T21:54:17.987Z	1479246857	987	S256	10	13	40	43
2016-11-15T21:49:10.984Z	1479246550	984	S256	10	14	40	43
2016-11-15T21:44:08.982Z	1479246248	982	S256	10	14	40	43
2016-11-15T21:40:21.980Z	1479246021	980	S256	10	14	39	43
2016-11-15T21:39:20.979Z	1479245960	979	S256	10	13	43	43
2016-11-15T21:38:13.979Z	1479245893	979	S256	10	13	37	43
2016-11-15T21:35:06.976Z	1479245706	976	S256	10	13	42	43
2016-11-15T21:32:16.975Z	1479245536	975	S256	10	13	40	43
2016-11-15T21:28:24.973Z	1479245304	973	S256	10	14	40	43
2016-11-15T21:26:40.971Z	1479245200	971	S256	10	13	41	43
2016-11-15T21:20:53.968Z	1479244853	968	S256	10	13	39	43
2016-11-15T21:18:20.967Z	1479244700	967	S256	10	14	43	43
2016-11-15T21:12:27.964Z	1479244347	964	S256	10	13	40	43
2016-11-15T21:11:13.963Z	1479244273	963	S256	10	14	38	43
2016-11-15T21:08:30.962Z	1479244110	962	S256	10	14	41	43
2016-11-15T21:07:09.960Z	1479244029	960	S256	10	13	41	43
2016-11-15T21:04:30.959Z	1479243870	959	S256	10	13	38	43
2016-11-15T21:01:56.957Z	1479243716	957	S256	10	13	42	43
2016-11-15T20:59:34.956Z	1479243574	956	S256	10	13	40	43
2016-11-15T20:54:49.953Z	1479243289	953	S256	10	14	42	43
2016-11-15T20:46:15.948Z	1479242775	948	S256	10	13	40	43
2016-11-15T20:43:02.948Z	1479242582	948	S256	10	14	41	43
2016-11-15T20:41:29.946Z	1479242489	946	S256	10	14	40	43
2016-11-15T20:36:56.944Z	1479242216	944	S256	10	13	40	43
2016-11-15T20:31:17.941Z	1479241877	941	S256	10	14	42	43
2016-11-15T20:28:18.938Z	1479241698	938	S256	10	13	43	43
2016-11-15T20:25:12.937Z	1479241512	937	S256	10	13	38	43
2016-11-15T20:23:45.936Z	1479241425	936	S256	10	13	40	43
2016-11-15T20:20:00.935Z	1479241200	935	S256	10	14	40	43
2016-11-15T20:18:24.934Z	1479241104	934	S256	10	13	40	43
2016-11-15T20:16:31.933Z	1479240991	933	S256	10	14	42	43
2016-11-15T20:12:38.930Z	1479240758	930	S256	10	13	42	43
2016-11-15T20:03:48.926Z	1479240228	926	S256	10	13	40	43
2016-11-15T19:56:28.922Z	1479239788	922	S256	10	14	42	43
2016-11-15T19:54:44.921Z	1479239684	921	S256	10	13	41	43
2016-11-15T19:53:05.920Z	1479239585	920	S256	10	13	41	43
2016-11-15T19:50:18.919Z	1479239418	919	S256	10	14	41	43
2016-11-15T19:42:37.915Z	1479238957	915	S256	10	13	39	43
2016-11-15T19:40:45.914Z	1479238845	914	S256	10	14	41	43
2016-11-15T19:34:21.910Z	1479238461	910	S256	10	13	41	43
2016-11-15T19:23:15.903Z	1479237795	903	S256	10	14	35	43
2016-11-15T19:20:00.901Z	1479237600	901	S256	10	14	41	43
2016-11-15T19:15:28.898Z	1479237328	898	S256	10	13	40	43
2016-11-15T19:10:37.896Z	1479237037	896	S256	10	14	39	43
2016-11-15T19:05:43.894Z	1479236743	894	S256	10	13	37	43
2016-11-15T18:31:32.875Z	1479234692	875	S256	10	13	39	43
2016-11-15T18:25:18.870Z	1479234318	870	S256	10	14	38	43
2016-11-15T18:18:20.866Z	1479233900	866	S256	10	13	43	43
2016-11-15T18:16:54.866Z	1479233814	866	S256	10	13	38	43
2016-11-15T18:10:21.863Z	1479233421	863	S256	10	14	40	43
2016-11-15T18:06:34.860Z	1479233194	860	S256	10	14	39	43
2016-11-15T18:05:29.859Z	1479233129	859	S256	10	13	37	43
2016-11-15T17:51:54.852Z	1479232314	852	S256	10	14	41	43
2016-11-15T17:41:11.846Z	1479231671	846	S256	10	14	40	43
2016-11-15T17:36:24.843Z	1479231384	843	S256	10	14	37	43
2016-11-15T17:32:42.841Z	1479231162	841	S256	10	13	42	43
2016-11-15T17:26:50.837Z	1479230810	837	S256	10	13	38	43
2016-11-15T17:19:19.833Z	1479230359	833	S256	10	13	40	43
2016-11-15T17:11:39.829Z	1479229899	829	S256	10	13	38	43
2016-11-15T17:10:37.828Z	1479229837	828	S256	10	13	39	43
2016-11-15T17:05:42.825Z	1479229542	825	S256	10	13	41	43
2016-11-15T17:04:05.825Z	1479229445	825	S256	10	13	41	43
2016-11-15T16:44:30.813Z	1479228270	813	S256	10	13	40	43
