1479250486	22	10	14	40	43
1479250402	20	10	14	42	43
1479249501	13	10	13	40	43
1479249281	12	10	13	42	43
1479248921	7	10	14	40	43
1479248246	0	10	13	43	43
1479248132	0	10	13	42	43
1479248025	999	10	14	40	43
1479247910	998	10	13	41	43
1479247824	997	10	13	41	43
1479247535	994	10	13	42	43
1479247379	991	10	14	39	43
1479247280	991	10	14	38	43
1479246971	987	10	13	40	43
1479246857	987	10	13	40	43
1479246550	984	10	14	40	43
1479246248	982	10	14	40	43
1479246021	980	10	14	39	43
1479245960	979	10	13	43	43
1479245893	979	10	13	37	43
1479245706	976	10	13	42	43
1479245536	975	10	13	40	43
1479245304	973	10	14	40	43
1479245200	971	10	13	41	43
1479244853	968	10	13	39	43
1479244700	967	10	14	43	43
1479244347	964	10	13	40	43
1479244273	963	10	14	38	43
1479244110	962	10	14	41	43
1479244029	960	10	13	41	43
1479243870	959	10	13	38	43
1479243716	957	10	13	42	43
1479243574	956	10	13	40	43
1479243289	953	10	14	42	43
1479242775	948	10	13	40	43
1479242582	948	10	14	41	43
1479242489	946	10	14	40	43
1479242216	944	10	13	40	43
1479241877	941	10	14	42	43
1479241698	938	10	13	43	43
1479241512	937	10	13	38	43
1479241425	936	10	13	40	43
1479241200	935	10	14	40	43
1479241104	934	10	13	40	43
1479240991	933	10	14	42	43
1479240758	930	10	13	42	43
1479240228	926	10	13	40	43
1479239788	922	10	14	42	43
1479239684	921	10	13	41	43
1479239585	920	10	13	41	43
1479239418	919	10	14	41	43
1479238957	915	10	13	39	43
1479238845	914	10	14	41	43
1479238461	910	10	13	41	43
1479237795	903	10	14	35	43
1479237600	901	10	14	41	43
1479237328	898	10	13	40	43
1479237037	896	10	14	39	43
1479236743	894	10	13	37	43
1479234692	875	10	13	39	43
1479234318	870	10	14	38	43
1479233900	866	10	13	43	43
1479233814	866	10	13	38	43
1479233421	863	10	14	40	43
1479233194	860	10	14	39	43
1479233129	859	10	13	37	43
1479232314	852	10	14	41	43
1479231671	846	10	14	40	43
1479231384	843	10	14	37	43
1479231162	841	10	13	42	43
1479230810	837	10	13	38	43
1479230359	833	10	13	40	43
1479229899	829	10	13	38	43
1479229837	828	10	13	39	43
1479229542	825	10	13	41	43
1479229445	825	10	13	41	43
1479228270	813	10	13	40	43
1479227977	810	10	14	40	43
1479227912	809	10	14	41	43
1479227587	805	10	14	34	43
1479227303	803	10	14	40	43
1479227209	802	10	14	39	43
1479227065	800	10	13	41	43
1479227002	799	10	13	41	43
1479226745	797	10	13	44	43
1479226548	794	10	13	41	43
1479226160	790	10	13	42	43
1479225777	788	10	14	35	43
1479225448	784	10	14	38	43
1479225044	781	10	13	39	43
1479224396	774	10	13	36	43
1479224181	773	10	13	42	43
1479224034	771	10	14	38	43
1479223677	767	10	13	35	43
1479223612	767	10	13	39	43
1479223531	766	10	13	37	43
1479222979	760	10	14	37	43
