1479250486	22  S256    10	14	40	43
1479250402	20	S256	10	14	42	43
1479249501	13	S256	10	13	40	43
1479249281	12	S256	10	13	42	43
1479248921	7	S256	10	14	40	43
1479248246	0	S256	10	13	43	43
1479248132	0	S256	10	13	42	43
1479248025	999	S256	10	14	40	43
1479247910	998	S256	10	13	41	43
1479247824	997	S256	10	13	41	43
1479247535	994	S256	10	13	42	43
1479247379	991	S256	10	14	39	43
1479247280	991	S256	10	14	38	43
1479246971	987	S256	10	13	40	43
1479246857	987	S256	10	13	40	43
1479246550	984	S256	10	14	40	43
1479246248	982	S256	10	14	40	43
1479246021	980	S256	10	14	39	43
1479245960	979	S256	10	13	43	43
1479245893	979	S256	10	13	37	43
1479245706	976	S256	10	13	42	43
1479245536	975	S256	10	13	40	43
1479245304	973	S256	10	14	40	43
1479245200	971	S256	10	13	41	43
1479244853	968	S256	10	13	39	43
1479244700	967	S256	10	14	43	43
1479244347	964	S256	10	13	40	43
1479244273	963	S256	10	14	38	43
1479244110	962	S256	10	14	41	43
1479244029	960	S256	10	13	41	43
1479243870	959	S256	10	13	38	43
1479243716	957	S256	10	13	42	43
1479243574	956	S256	10	13	40	43
1479243289	953	S256	10	14	42	43
1479242775	948	S256	10	13	40	43
1479242582	948	S256	10	14	41	43
1479242489	946	S256	10	14	40	43
1479242216	944	S256	10	13	40	43
1479241877	941	S256	10	14	42	43
1479241698	938	S256	10	13	43	43
1479241512	937	S256	10	13	38	43
1479241425	936	S256	10	13	40	43
1479241200	935	S256	10	14	40	43
1479241104	934	S256	10	13	40	43
1479240991	933	S256	10	14	42	43
1479240758	930	S256	10	13	42	43
1479240228	926	S256	10	13	40	43
1479239788	922	S256	10	14	42	43
1479239684	921	S256	10	13	41	43
1479239585	920	S256	10	13	41	43
1479239418	919	S256	10	14	41	43
1479238957	915	S256	10	13	39	43
1479238845	914	S256	10	14	41	43
1479238461	910	S256	10	13	41	43
1479237795	903	S256	10	14	35	43
1479237600	901	S256	10	14	41	43
1479237328	898	S256	10	13	40	43
1479237037	896	S256	10	14	39	43
1479236743	894	S256	10	13	37	43
1479234692	875	S256	10	13	39	43
1479234318	870	S256	10	14	38	43
1479233900	866	S256	10	13	43	43
1479233814	866	S256	10	13	38	43
1479233421	863	S256	10	14	40	43
1479233194	860	S256	10	14	39	43
1479233129	859	S256	10	13	37	43
1479232314	852	S256	10	14	41	43
1479231671	846	S256	10	14	40	43
1479231384	843	S256	10	14	37	43
1479231162	841	S256	10	13	42	43
1479230810	837	S256	10	13	38	43
1479230359	833	S256	10	13	40	43
1479229899	829	S256	10	13	38	43
1479229837	828	S256	10	13	39	43
1479229542	825	S256	10	13	41	43
1479229445	825	S256	10	13	41	43
1479228270	813	S256	10	13	40	43
1479227977	810	S256	10	14	40	43
1479227912	809	S256	10	14	41	43
1479227587	805	S256	10	14	34	43
1479227303	803	S256	10	14	40	43
1479227209	802	S256	10	14	39	43
1479227065	800	S256	10	13	41	43
1479227002	799	S256	10	13	41	43
1479226745	797	S256	10	13	44	43
1479226548	794	S256	10	13	41	43
1479226160	790	S256	10	13	42	43
1479225777	788	S256	10	14	35	43
1479225448	784	S256	10	14	38	43
1479225044	781	S256	10	13	39	43
1479224396	774	S256	10	13	36	43
1479224181	773	S256	10	13	42	43
1479224034	771	S256	10	14	38	43
1479223677	767	S256	10	13	35	43
1479223612	767	S256	10	13	39	43
1479223531	766	S256	10	13	37	43
1479222979	760	S256	10	14	37	43
1479222901	759	S256	10	13	40	43
1479222304	754	S256	10	13	37	43
1479221794	748	S256	10	13	41	43
1479221705	747	S256	10	14	40	43
1479221606	747	S256	10	13	40	43
1479221496	745	S256	10	14	40	43
1479221214	743	S256	10	13	41	43
1479221120	742	S256	10	13	40	43
1479220983	741	S256	10	13	36	43
1479220907	740	S256	10	13	37	43
1479220833	739	S256	10	14	40	43
1479220745	739	S256	10	13	37	43
1479220545	736	S256	10	14	41	43
1479220458	735	S256	10	14	37	43
1479220353	735	S256	10	13	39	43
1479220260	734	S256	10	13	37	43
1479219660	728	S256	10	13	39	43
1479219358	726	S256	10	13	40	43
1479219254	725	S256	10	13	39	43
1479218979	722	S256	10	14	35	43
1479218820	721	S256	10	13	27	43
1479218735	720	S256	10	13	23	43
1479218433	718	S256	10	14	16	43
1479218349	716	S256	10	13	21	43
